gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,tenure_group,TenureMonthlyRatio,AvgRevenuePerMonth,TotalServices,HighRiskCustomer,Gender_Label,Contract_Label,Internet_Service_Label,Payment_Method_Label,Churn_Status,Tenure_Group
1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1723.95,0,23.61575342465753,4,2.9327902240325865,23.61575342465753,0,0,Male,Two year,No Internet,Bank transfer,Stayed,4+ Years
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,0,9.875,1,0.0481927710843373,9.875,0,0,Male,Month-to-month,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,56.45,3985.35,0,55.35208333333333,4,1.23585726718886,55.35208333333333,0,0,Male,One year,DSL,Electronic check,Stayed,4+ Years
0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,85.95,1215.65,0,86.83214285714287,2,0.1495112133410005,86.83214285714287,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,1,58.6,1502.65,1,57.79423076923077,3,0.4194630872483221,57.79423076923077,0,0,Female,Month-to-month,DSL,Credit card,Churned,2-4 Years
1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,50.55,3260.1,0,47.942647058823525,4,1.2997090203685742,47.942647058823525,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,1,17.725,1,0.027434842249657,17.725,0,0,Male,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,81.25,1,27.08333333333333,1,0.0441014332965821,27.08333333333333,0,0,Male,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,25.7,1188.2,0,27.00454545454545,3,1.6104868913857675,27.00454545454545,0,0,Female,Two year,No Internet,Credit card,Stayed,2-4 Years
0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.0,1778.5,0,74.10416666666667,2,0.3026315789473684,74.10416666666667,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Stayed,1-2 Years
0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,20.2,1277.75,0,19.657692307692308,4,3.018867924528302,19.657692307692308,0,0,Female,Two year,No Internet,Mailed check,Stayed,4+ Years
1,0,0,1,57,1,0,2,1,1,1,1,1,1,2,1,3,19.6,1170.55,0,20.181896551724137,4,2.766990291262136,20.181896551724137,0,0,Male,Two year,No Internet,Mailed check,Stayed,4+ Years
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1,35.225,1,0.0139958012596221,35.225,0,0,Female,Month-to-month,Fiber optic,Mailed check,Churned,0-6 Months (High Risk)
0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,6425.65,0,88.02260273972603,4,0.8085345311622684,88.02260273972603,0,0,Female,Two year,DSL,Credit card,Stayed,4+ Years
0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,71.15,563.65,1,62.62777777777777,1,0.1108801108801108,62.62777777777777,0,0,Female,Month-to-month,DSL,Electronic check,Churned,6-12 Months
0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05,5971.25,0,96.31048387096774,4,0.5977462028417443,96.31048387096774,0,0,Female,Two year,Fiber optic,Bank transfer,Stayed,4+ Years
1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,84.3,5289.05,0,81.37,4,0.7502930832356389,81.37,0,0,Male,One year,Fiber optic,Credit card,Stayed,4+ Years
1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1756.2,0,24.391666666666666,4,2.8456913827655312,24.391666666666666,0,0,Male,Two year,No Internet,Bank transfer,Stayed,4+ Years
0,0,1,1,65,1,2,1,2,2,0,2,2,0,2,1,1,99.05,6416.7,0,97.22272727272728,4,0.6496751624187906,97.22272727272728,0,0,Female,Two year,Fiber optic,Credit card,Stayed,4+ Years
1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.6,61.35,0,15.3375,1,0.145631067961165,15.3375,0,0,Male,One year,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,1,22.825,1,0.0214362272240085,22.825,0,0,Male,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,1,30,1,0,0,0,2,2,0,2,0,1,0,1,64.5,1929.95,0,62.25645161290323,3,0.4580152671755725,62.25645161290323,0,0,Male,One year,DSL,Credit card,Stayed,2-4 Years
1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,69.5,1071.4,0,66.9625,2,0.2127659574468085,66.9625,0,0,Male,Month-to-month,DSL,Mailed check,Stayed,1-2 Years
0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,564.35,0,62.70555555555556,1,0.1150251617541337,62.70555555555556,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,6-12 Months
1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,655.5,1,81.9375,1,0.0729166666666666,81.9375,0,0,Male,Month-to-month,Fiber optic,Mailed check,Churned,6-12 Months
0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,7930.55,0,111.69788732394366,4,0.6413192853870819,111.69788732394366,0,0,Female,One year,Fiber optic,Credit card,Stayed,4+ Years
1,0,1,1,62,1,0,0,2,2,2,2,2,2,2,0,2,86.1,5215.25,0,82.78174603174604,4,0.711825487944891,82.78174603174604,0,0,Male,Two year,DSL,Electronic check,Stayed,4+ Years
0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,113.5,0,16.214285714285715,1,0.2898550724637681,16.214285714285715,0,0,Female,Month-to-month,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,80.9,1152.8,0,76.85333333333332,2,0.1709401709401709,76.85333333333332,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Stayed,1-2 Years
0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,0,84.15,1821.95,0,79.21521739130435,2,0.2583675866118614,79.21521739130435,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Stayed,1-2 Years
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,20.15,419.9,0,18.256521739130434,2,1.0401891252955084,18.256521739130434,0,0,Male,One year,No Internet,Mailed check,Stayed,1-2 Years
1,0,1,1,16,1,0,0,2,0,2,0,2,0,2,0,3,64.25,1024.0,0,60.23529411764706,2,0.2452107279693486,60.23529411764706,0,0,Male,Two year,DSL,Mailed check,Stayed,1-2 Years
1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,25.7,251.6,0,22.87272727272727,1,0.3745318352059925,22.87272727272727,0,0,Male,Two year,No Internet,Bank transfer,Stayed,6-12 Months
0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,2,56.0,764.55,0,54.61071428571428,2,0.2280701754385964,54.61071428571428,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,1-2 Years
0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35,1,75.82619047619048,2,0.2398081534772182,75.82619047619048,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.7,135.2,0,45.06666666666666,1,0.0282885431400282,45.06666666666666,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,0-6 Months (High Risk)
1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,73.9,3958.25,0,73.30092592592592,4,0.7076101468624832,73.30092592592592,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,3,20.6,233.9,0,19.491666666666667,1,0.5092592592592592,19.491666666666667,0,0,Female,One year,No Internet,Mailed check,Stayed,6-12 Months
1,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,3,19.9,1363.45,0,19.477857142857143,4,3.3014354066985647,19.477857142857143,0,0,Male,Two year,No Internet,Mailed check,Stayed,4+ Years
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,70.9,273.0,1,54.6,1,0.0556328233657858,54.6,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Churned,0-6 Months (High Risk)
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.05,6254.45,0,85.67739726027396,4,0.7995558023320378,85.67739726027396,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,1,44.93559322033898,4,1.2526997840172789,44.93559322033898,0,0,Male,Month-to-month,DSL,Electronic check,Churned,4+ Years
0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.4,321.4,0,18.905882352941177,2,0.7476635514018692,18.905882352941177,0,0,Female,Month-to-month,No Internet,Electronic check,Stayed,1-2 Years
1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3539.25,0,80.4375,3,0.5043988269794721,80.4375,0,0,Male,One year,Fiber optic,Bank transfer,Stayed,2-4 Years
0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,242.8,1,80.93333333333334,1,0.0189753320683111,80.93333333333334,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,3,81.95,1181.75,0,78.78333333333333,2,0.1687763713080168,78.78333333333333,0,0,Male,Two year,DSL,Mailed check,Stayed,1-2 Years
0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,94.85,5000.2,1,92.59629629629627,4,0.5529473135106938,92.59629629629627,0,0,Female,One year,Fiber optic,Bank transfer,Churned,4+ Years
0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,20.55,654.55,0,19.83484848484848,3,1.4849187935034802,19.83484848484848,0,0,Female,One year,No Internet,Bank transfer,Stayed,2-4 Years
0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7,780.2,0,22.29142857142857,3,1.3229571984435795,22.29142857142857,0,0,Female,Month-to-month,No Internet,Electronic check,Stayed,2-4 Years
0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,1145.7,1,71.60625,2,0.198807157057654,71.60625,0,0,Female,Month-to-month,Fiber optic,Mailed check,Churned,1-2 Years
0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6,1,62.95,1,0.0903808908973531,62.95,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Churned,6-12 Months
0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,0,105.35,1559.25,0,97.453125,2,0.1410437235543018,97.453125,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Stayed,1-2 Years
1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55,1252.0,0,20.193548387096776,4,2.830626450116009,20.193548387096776,0,0,Male,One year,No Internet,Credit card,Stayed,4+ Years
0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,29.95,1,14.975,1,0.0323101777059773,14.975,0,0,Female,Month-to-month,DSL,Bank transfer,Churned,0-6 Months (High Risk)
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.3,45.3,0,22.65,1,0.0215982721382289,22.65,0,0,Female,Month-to-month,DSL,Mailed check,Stayed,0-6 Months (High Risk)
1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,0,84.5,662.65,1,73.62777777777778,1,0.0935672514619883,73.62777777777778,0,0,Male,Month-to-month,Fiber optic,Bank transfer,Churned,6-12 Months
1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,1,74.75,2453.3,0,72.15588235294118,3,0.4356435643564356,72.15588235294118,0,0,Male,One year,DSL,Credit card,Stayed,2-4 Years
0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.25,1111.65,1,79.40357142857144,2,0.1619937694704049,79.40357142857144,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,1,12.4,1,0.0387596899224806,12.4,0,0,Female,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,51.8,1023.85,0,48.75476190476191,2,0.3787878787878788,48.75476190476191,0,0,Male,Month-to-month,DSL,Mailed check,Stayed,1-2 Years
1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,30.4,82.15,0,20.5375,1,0.0955414012738853,20.5375,0,0,Male,Month-to-month,DSL,Electronic check,Stayed,0-6 Months (High Risk)
0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,19.65,244.8,0,17.485714285714288,2,0.6295399515738499,17.485714285714288,0,0,Female,One year,No Internet,Electronic check,Stayed,1-2 Years
0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6,2379.1,0,58.02682926829268,3,0.6944444444444444,58.02682926829268,0,0,Female,Month-to-month,DSL,Credit card,Stayed,2-4 Years
1,0,1,1,43,1,2,0,2,0,0,2,0,2,1,1,1,71.9,3173.35,0,72.12159090909091,3,0.5898491083676268,72.12159090909091,0,0,Male,One year,DSL,Credit card,Stayed,2-4 Years
1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,2,91.0,531.0,1,75.85714285714286,1,0.0652173913043478,75.85714285714286,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1375.4,0,19.64857142857143,4,3.325301204819277,19.64857142857143,0,0,Female,Two year,No Internet,Bank transfer,Stayed,4+ Years
0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.7,8129.3,0,111.36027397260274,4,0.6504065040650406,111.36027397260274,0,0,Female,Two year,Fiber optic,Credit card,Stayed,4+ Years
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3,1192.7,0,19.87833333333333,4,2.9064039408866997,19.87833333333333,0,0,Male,Two year,No Internet,Credit card,Stayed,4+ Years
0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1901.65,0,90.5547619047619,2,0.2050230650948231,90.5547619047619,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,24.1,587.4,0,23.496,2,0.9561752988047808,23.496,0,0,Male,Two year,No Internet,Bank transfer,Stayed,1-2 Years
1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,111.35,6519.75,0,108.6625,4,0.52514463729417,108.6625,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,4+ Years
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25,8041.65,0,110.15958904109588,4,0.6357615894039735,110.15958904109588,0,0,Male,Two year,Fiber optic,Bank transfer,Stayed,4+ Years
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,20.75,0,10.375,1,0.0459770114942528,10.375,0,0,Male,Month-to-month,No Internet,Mailed check,Stayed,0-6 Months (High Risk)
0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,101.9,2681.15,0,95.75535714285716,3,0.2623906705539358,95.75535714285716,0,0,Female,One year,Fiber optic,Credit card,Stayed,2-4 Years
0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,1112.3,0,74.15333333333334,2,0.1727328809376928,74.15333333333334,0,0,Female,Month-to-month,Fiber optic,Credit card,Stayed,1-2 Years
1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,105.55,7405.5,0,102.85416666666669,4,0.666353824495542,102.85416666666669,0,0,Male,Two year,Fiber optic,Electronic check,Stayed,4+ Years
1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,1033.95,0,73.85357142857143,2,0.1639344262295082,73.85357142857143,0,0,Male,Month-to-month,Fiber optic,Credit card,Stayed,1-2 Years
1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2958.95,0,65.75444444444445,3,0.6299212598425198,65.75444444444445,0,0,Male,Month-to-month,Fiber optic,Credit card,Stayed,2-4 Years
0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2684.85,0,78.96617647058824,3,0.4076590487955528,78.96617647058824,0,0,Female,One year,Fiber optic,Bank transfer,Stayed,2-4 Years
1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,4179.2,0,57.249315068493146,4,1.275465013286094,57.249315068493146,0,0,Male,Two year,DSL,Credit card,Stayed,4+ Years
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,79.9,1,39.95,1,0.0123609394313967,39.95,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1934.45,1,96.7225,2,0.1765799256505576,96.7225,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,102.45,6654.1,0,102.37076923076924,4,0.6186563557274045,102.37076923076924,0,0,Male,One year,Fiber optic,Credit card,Stayed,4+ Years
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.0,84.5,1,28.166666666666668,1,0.0425531914893617,28.166666666666668,0,0,Male,Month-to-month,DSL,Credit card,Churned,0-6 Months (High Risk)
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,25.25,0,12.625,1,0.0380952380952381,12.625,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,0-6 Months (High Risk)
1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75,1124.2,0,18.13225806451613,4,2.9397590361445785,18.13225806451613,0,0,Male,Two year,No Internet,Mailed check,Stayed,4+ Years
0,0,1,1,29,1,0,2,1,1,1,1,1,1,1,0,2,20.0,540.05,0,18.001666666666665,3,1.380952380952381,18.001666666666665,0,0,Female,One year,No Internet,Electronic check,Stayed,2-4 Years
1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,86.8,1975.85,0,82.32708333333333,2,0.2619589977220957,82.32708333333333,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
0,0,1,0,57,0,1,0,2,2,2,0,2,2,0,1,0,58.75,3437.45,0,59.26637931034482,4,0.9539748953974896,59.26637931034482,0,0,Female,Month-to-month,DSL,Bank transfer,Stayed,4+ Years
1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,1,45.25,3139.8,0,43.01095890410959,4,1.5567567567567568,43.01095890410959,0,0,Male,Two year,DSL,Credit card,Stayed,4+ Years
1,0,1,0,66,0,1,0,2,2,2,2,2,0,2,1,0,56.6,3789.2,0,56.55522388059701,4,1.1458333333333333,56.55522388059701,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
1,0,1,1,65,1,2,0,0,2,2,2,2,2,2,1,0,84.2,5324.5,0,80.67424242424242,4,0.7629107981220657,80.67424242424242,0,0,Male,Two year,DSL,Bank transfer,Stayed,4+ Years
0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80.0,624.6,0,69.4,1,0.0987654320987654,69.4,0,0,Female,Month-to-month,Fiber optic,Bank transfer,Stayed,6-12 Months
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,268.35,1,53.67,1,0.0562192550948699,53.67,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1836.9,0,25.512500000000003,4,2.7572815533980584,25.512500000000003,0,0,Female,Two year,No Internet,Bank transfer,Stayed,4+ Years
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,20.2,20.2,0,10.1,1,0.0471698113207547,10.1,0,0,Male,One year,No Internet,Electronic check,Stayed,0-6 Months (High Risk)
1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,179.35,1,35.87,1,0.078354554358472,35.87,0,0,Male,Month-to-month,DSL,Mailed check,Churned,0-6 Months (High Risk)
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,0,19.35,219.35,0,16.873076923076923,1,0.5896805896805897,16.873076923076923,0,0,Female,One year,No Internet,Bank transfer,Stayed,6-12 Months
1,0,0,0,24,0,1,0,2,0,0,0,2,2,1,1,3,50.6,1288.75,0,51.55,2,0.4651162790697674,51.55,0,0,Male,One year,DSL,Mailed check,Stayed,1-2 Years
0,0,1,1,31,1,0,0,2,0,2,2,2,2,1,1,3,81.15,2545.75,0,79.5546875,3,0.3773584905660377,79.5546875,0,0,Female,One year,DSL,Mailed check,Stayed,2-4 Years
0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,55.2,1,27.6,1,0.0177935943060498,27.6,0,0,Female,Month-to-month,DSL,Mailed check,Churned,0-6 Months (High Risk)
1,0,0,0,30,1,2,1,0,0,0,2,0,2,0,1,1,89.9,2723.15,0,87.84354838709677,3,0.33003300330033,87.84354838709677,0,0,Male,Month-to-month,Fiber optic,Credit card,Stayed,2-4 Years
0,0,1,1,47,1,2,0,2,2,0,2,2,2,2,1,1,85.3,4107.25,0,85.56770833333333,3,0.544611819235226,85.56770833333333,0,0,Female,Two year,DSL,Credit card,Stayed,2-4 Years
1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108.0,5760.65,0,104.7390909090909,4,0.4954128440366973,104.7390909090909,0,0,Male,Two year,Fiber optic,Credit card,Stayed,4+ Years
1,0,0,0,50,1,0,1,2,2,0,2,0,2,0,1,1,93.5,4747.5,0,93.08823529411764,4,0.5291005291005291,93.08823529411764,0,0,Male,Month-to-month,Fiber optic,Credit card,Stayed,4+ Years
1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,84.6,1,42.3,1,0.0116822429906542,42.3,0,0,Male,Month-to-month,Fiber optic,Mailed check,Churned,0-6 Months (High Risk)
0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1566.9,0,21.464383561643835,4,3.388235294117647,21.464383561643835,0,0,Female,Two year,No Internet,Credit card,Stayed,4+ Years
0,0,0,0,29,1,2,2,1,1,1,1,1,1,0,0,2,25.15,702.0,0,23.4,3,1.1089866156787764,23.4,0,0,Female,Month-to-month,No Internet,Electronic check,Stayed,2-4 Years
1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,114.1,1,38.03333333333333,1,0.0361010830324909,38.03333333333333,0,0,Male,Month-to-month,DSL,Mailed check,Churned,0-6 Months (High Risk)
0,0,0,0,10,0,1,0,0,0,0,2,0,0,2,1,3,29.6,299.05,0,27.18636363636364,1,0.326797385620915,27.18636363636364,0,0,Female,Two year,DSL,Mailed check,Stayed,6-12 Months
1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,73.15,1305.95,0,68.73421052631579,2,0.2427511800404585,68.73421052631579,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,1-2 Years
0,1,0,0,11,1,0,1,0,2,0,0,2,2,0,1,2,95.0,1120.3,1,93.35833333333332,1,0.1145833333333333,93.35833333333332,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,6-12 Months
1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,19.75,284.35,0,16.726470588235294,2,0.7710843373493976,16.726470588235294,0,0,Male,Two year,No Internet,Mailed check,Stayed,1-2 Years
0,0,0,0,72,1,2,0,0,2,2,2,2,2,2,0,0,86.6,6350.5,0,86.9931506849315,4,0.8219178082191781,86.9931506849315,0,0,Female,Two year,DSL,Bank transfer,Stayed,4+ Years
1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2,7878.3,0,107.92191780821918,4,0.6533575317604355,107.92191780821918,0,0,Male,Two year,Fiber optic,Bank transfer,Stayed,4+ Years
0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,3187.65,0,75.89642857142857,3,0.5416116248348745,75.89642857142857,0,0,Female,One year,DSL,Credit card,Stayed,2-4 Years
0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,6126.15,0,92.82045454545454,4,0.6813417190775681,92.82045454545454,0,0,Female,Month-to-month,Fiber optic,Electronic check,Stayed,4+ Years
0,1,0,0,13,1,0,0,0,2,2,0,0,0,0,1,2,54.8,731.3,0,52.23571428571428,2,0.2329749103942652,52.23571428571428,0,0,Female,Month-to-month,DSL,Electronic check,Stayed,1-2 Years
1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,75.35,273.4,0,54.67999999999999,1,0.0523903077930582,54.67999999999999,0,0,Male,Month-to-month,Fiber optic,Electronic check,Stayed,0-6 Months (High Risk)
1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,65.0,2531.8,0,60.28095238095239,3,0.6212121212121212,60.28095238095239,0,0,Male,One year,DSL,Mailed check,Stayed,2-4 Years
1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,1074.3,1,67.14375,2,0.1989389920424403,67.14375,0,0,Male,Month-to-month,Fiber optic,Electronic check,Churned,1-2 Years
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,48.55,1,24.275,1,0.0201816347124117,24.275,0,0,Male,Month-to-month,DSL,Mailed check,Churned,0-6 Months (High Risk)
1,0,0,0,42,1,2,1,2,2,2,0,0,2,1,1,2,99.0,4298.45,0,99.96395348837208,3,0.42,99.96395348837208,0,0,Male,One year,Fiber optic,Electronic check,Stayed,2-4 Years
0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5,4619.55,0,88.8375,4,0.5396825396825397,88.8375,0,0,Female,One year,Fiber optic,Electronic check,Stayed,4+ Years
0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,147.15,1,49.05,1,0.0280112044817927,49.05,0,0,Female,Month-to-month,Fiber optic,Electronic check,Churned,0-6 Months (High Risk)
1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,40.2,1,20.1,1,0.0242718446601941,20.1,0,0,Male,Month-to-month,DSL,Electronic check,Churned,0-6 Months (High Risk)
1,0,0,1,32,1,2,0,0,2,2,2,2,2,1,0,1,83.7,2633.3,0,79.7969696969697,3,0.3778040141676505,79.7969696969697,0,0,Male,One year,DSL,Credit card,Stayed,2-4 Years
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.85,193.05,0,17.55,1,0.4796163069544364,17.55,0,0,Male,Month-to-month,No Internet,Mailed check,Stayed,6-12 Months
0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,4103.9,0,60.35147058823529,4,1.106523534269199,60.35147058823529,0,0,Female,Two year,DSL,Electronic check,Stayed,4+ Years
0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,7008.15,0,113.03467741935484,4,0.5254091300602929,113.03467741935484,0,0,Female,Two year,Fiber optic,Credit card,Stayed,4+ Years
